name,equipment,primary_muscle,secondary_muscle,video,thumbnail,howTo
Rear Delt Reverse Fly (Dumbbell),Dumbbell,Shoulders,Upper Back,assets/media/exercises/ex_0269_video.mp4,assets/media/exercises/ex_0269_thumbnail.jpg,1. Grab a pair of light dumbbells and have your feet at a hip-width distance. | 2. Hinge at the hip to lean your torso forward and maintain a neutral spine. | 3. Extend your arms and have your wrists neutral (facing one another). | 4. Bring your shoulders back and take a breath. | 5. Raise both dumbbells to the sides by engaging your posterior deltoids. | 6. Lift until your elbows align with your shoulders and hold for a moment. Breathe out. | 7. Lower the dumbbells to the starting position and breathe in.
Rear Delt Reverse Fly (Machine),Machine,Shoulders,Upper Back,assets/media/exercises/ex_0270_video.mp4,assets/media/exercises/ex_0270_thumbnail.jpg,1. Select the appropriate load. | 2. Adjust the seat height. The handles should be at shoulder level when you're seated. | 3. Sit down and grab the handles with your palms facing down. | 4. Bring your shoulders back and take a breath. | 5. Extend your arms to your sides and back as you breathe out. | 6. Bring your arms to the starting position as you breathe in.
Rear Kick (Machine),Machine,Glutes,Hamstrings,assets/media/exercises/ex_0271_video.mp4,assets/media/exercises/ex_0271_thumbnail.jpg,"1. Add the correct load and stand inside the machine with your front facing the chest pad and handles. | 2. Position one shin against the bottom pad to create a more stable position and raise your opposite leg back with the foot flat against the footplate. | 3. Lean forward and position your stomach and chest against the pad. Grab the handles. | 4. Breathe in, engage your abs, and push the platform back and up in one smooth motion until your knee is fully extended. Exhale. | 5. Slowly bend your knee as you breathe in. Push again and exhale. | 6. Once finished training one side, switch leg positions and do the same number of reps."
Renegade Row (Dumbbell),Dumbbell,Upper Back,"Lats, Biceps, Forearms",assets/media/exercises/ex_0272_video.mp4,assets/media/exercises/ex_0272_thumbnail.jpg,1. Set a pair of hexagonal dumbbells parallel to one another and at a distance where you can grab them and perform push-ups. | 2. Get down and grab both dumbbells. Extend your legs to straighten your body and bring your chest out. Your arms and body should be straight. | 3. Space your feet apart for better balance. | 4. Shift your weight slightly to the left. | 5. Take a breath and row the right dumbbell until your elbow aligns with your torso. Exhale at the top. | 6. Lower the weight to the starting position and breathe in. | 7. Lean slightly to the right and row the left dumbbell. | 8. Continue alternating until you're finished.
Reverse Crunch,None,Abdominals,None,assets/media/exercises/ex_0273_video.mp4,assets/media/exercises/ex_0273_thumbnail.jpg,"1. Lie on the floor, place your arms at your sides, and have your hands flat. | 2. Bend your knees at a 90-degree angle and position them directly over your hips. | 3. Take a breath, engage your abs, and bring your knees to your upper torso in one fluid motion, lifting your buttocks off the floor. Exhale. | 4. Slowly bring your knees to the starting position and breathe in."
Reverse Curl (Barbell),Barbell,Biceps,Forearms,assets/media/exercises/ex_0274_video.mp4,assets/media/exercises/ex_0274_thumbnail.jpg,"1. Grab a barbell with an overhand grip (palms facing your body). | 2. Stand tall, have your feet in a comfortable stance, and retract your shoulder blades. | 3. Engage your abs and take a breath. | 4. Curl the barbell and bend your arms until your wrists are slightly higher than your elbows. Breathe out. | 5. Slowly extend your arms as you breathe in."
Reverse Curl (Cable),Machine,Biceps,Forearms,assets/media/exercises/ex_0275_video.mp4,assets/media/exercises/ex_0275_thumbnail.jpg,"1. Select the appropriate load, set the pulley to the lowest position, and attach a straight bar. | 2. Lean forward, grab the bar with an overhand grip (palms facing down), and stand up. | 3. Take a step back to lift the weight off its stack. | 4. Retract your shoulder blades and engage your abs. | 5. Curl the weight in one fluid motion until your wrists are slightly higher than your elbows and exhale. Keep your elbows at your side. | 6. Slowly extend your arms as you breathe in."
Reverse Curl (Dumbbell),Dumbbell,Biceps,Forearms,assets/media/exercises/ex_0276_video.mp4,assets/media/exercises/ex_0276_thumbnail.jpg,"1. Grab a pair of dumbbells and stand tall. | 2. Bring your arms in front of your body and have the dumbbells against your upper thighs. Your wrists should be pronated (palms facing your body). | 3. Retract your shoulder blades, engage your abs, and take a breath. | 4. Curl the dumbbells up until your wrists are slightly higher than your elbows, and breathe out. | 5. Slowly extend your arms as you breathe in."
Reverse Fly Single Arm (Cable),Machine,Shoulders,Upper Back,assets/media/exercises/ex_0277_video.mp4,assets/media/exercises/ex_0277_thumbnail.jpg,"1. Position a pulley at shoulder height and attach a handle. | 2. Select the appropriate load, grab the handle with your right hand, and take a diagonal step to the right and back to lift the weight from its stack. | 3. Bring your shoulders back, engage your abs, and breathe in. | 4. Extend your arm to your right side and back, squeezing your shoulder muscle and breathing out. | 5. Slowly bring your arm in front of your body as you breathe in. | 6. Repeat. | 7. Once finished, grab the handle with your left hand, take two steps to the left, and do the same number of reps."
Reverse Grip Concentration Curl,Dumbbell,Biceps,Forearms,assets/media/exercises/ex_0278_video.mp4,assets/media/exercises/ex_0278_thumbnail.jpg,"1. Grab a dumbbell and sit on the edge of a flat gym bench. | 2. Spread your legs and have your feet flat on the floor. | 3. Grab the dumbbell with your right hand and rotate the wrist in, having the palm facing in. | 4. Place your right elbow against your inner thigh. | 5. Take a breath and lift the dumbbell by bending your arm. | 6. Lift until your wrist is slightly higher than your elbow and breathe out. | 7. Extend your arm as you breathe in. | 8. Once finished, do the same number of reps for your other side."
Reverse Grip Lat Pulldown (Cable),Machine,Lats,"Upper Back, Biceps",assets/media/exercises/ex_0279_video.mp4,assets/media/exercises/ex_0279_thumbnail.jpg,1. Select the appropriate weight. | 2. Adjust the pad height so your legs fit snugly. | 3. Stand tall and grab the bar with an even underhand grip (palms facing back). | 4. Sit down and bring your shoulders back. | 5. Take a breath and pull the bar to your chest. Exhale immediately. | 6. Extend your arms as you breathe in.
Reverse Hyperextension,Machine,Glutes,"Hamstrings, Lower Back",assets/media/exercises/ex_0280_video.mp4,assets/media/exercises/ex_0280_thumbnail.jpg,"1. Add the appropriate weight to the machine. | 2. Adjust the foot pads to be against your Achilles heels when you lie on top of the machine. | 3. Position yourself on the machine with your hips on the edge of the pad and grab the handles for support. | 4. Secure your feet between the bottom pads. | 5. Bring your shoulders back and take a breath. | 6. Raise your legs up in one fluid motion until your body is straight, exhaling at the top. | 7. Slowly lower your legs to the starting position as you breathe in."
Reverse Lunge,None,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0281_video.mp4,assets/media/exercises/ex_0281_thumbnail.jpg,"1. Stand tall with your shoulders back, abs tight, and hands on your hips. | 2. Have your feet in a comfortable stance with your toes pointing slightly out. | 3. Take a breath and bring the right leg back, landing on the ball of the right foot. Sink into a lunge by bending your front leg. A good stride length is when your front shin remains relatively vertical (knee over ankle) as you descend. | 4. Descend until your front thigh is almost parallel to the floor and your rear knee is an inch or two from the floor. | 5. Pause at the bottom and engage your front leg to bring yourself back to the top. | 6. Bring the right leg to the starting position and exhale. | 7. Take another breath as you lunge back with your left leg. | 8. Keep alternating."
Reverse Lunge (Barbell),Barbell,Quadriceps,"Hamstrings, Glutes",assets/media/exercises/ex_0282_video.mp4,assets/media/exercises/ex_0282_thumbnail.jpg,"1. Place a barbell on your back and hold it with both hands. | 2. Stand tall with your shoulders back, abs engaged, and feet in a comfortable stance. | 3. Take a breath and bring your right leg back, landing on the ball of the foot. | 4. Sink into a controlled lunge by bending your front leg. | 5. Descend until your front thigh is almost parallel to the floor and your rear knee is an inch or two from the floor. Your front shin should be relatively vertical as you move down. | 6. Pause at the bottom and push through your front heel to extend your leg, bringing yourself to the top. Exhale. | 7. Inhale again and lunge back with your left leg, landing on the ball of the foot. | 8. Keep alternating until you finish the set."
Reverse Lunge (Dumbbell),Dumbbell,Quadriceps,"Glutes, Hamstrings",assets/media/exercises/ex_0283_video.mp4,assets/media/exercises/ex_0283_thumbnail.jpg,"1. Grab a pair of dumbbells and stand tall. | 2. Have your feet in a comfortable stance, bring your shoulders back, and engage your abs. | 3. Take a breath and bring the right leg back, landing on the ball of the right foot. Immediately sink into a lunge by bending your front leg. | 4. Descend until your front thigh is almost parallel to the floor and your rear knee is an inch or two from the floor. A good stride length is when your front shin remains relatively vertical (knee over ankle) as you descend. | 5. Pause at the bottom and engage your front leg to bring yourself back to the top as you exhale. | 6. Take another breath and lunge back with your left leg, landing on the ball of your left foot. | 7. Keep alternating."
Reverse Plank,None,Abdominals,Triceps,assets/media/exercises/ex_0284_video.mp4,assets/media/exercises/ex_0284_thumbnail.jpg,"1. Sit on the floor with your legs straight and feet together. | 2. Extend your arms to your sides and behind your body. Keep your elbows straight, and place your palms flat on the floor. | 3. With your hands planted firmly, contract your glutes and extend your hips toward the ceiling as you simultaneously raise your torso. | 4. Have your head, neck, torso, and legs in a straight line. Keep your arms straight and look up. | 5. Keep your glutes and midsection engaged, breathe steadily, and hold the plank position. | 6. Once you’re done, drop your buttocks to the floor and take a break."
